Rooms,Price,Distance,Bedroom2,Bathroom,Car,Landsize,BuildingArea,Longtitude,YearSold,Type_h,Type_ht,Type_t,Type_u,Regionname_Eastern Metropolitan,Regionname_Eastern Victoria,Regionname_Northern Metropolitan,Regionname_Northern Victoria,Regionname_South-Eastern Metropolitan,Regionname_Southern Metropolitan,Regionname_Western Metropolitan,Regionname_Western Victoria
3.0,555000.0,10.5,3.0,1.0,0.0,540.6,106.36800000000001,144.84336,2017,True,False,False,False,False,False,False,False,False,False,True,False
3.0,502500.0,10.5,3.0,1.0,3.0,331.0,123.0,144.82596,2017,True,False,False,False,False,False,False,False,False,False,True,False
3.0,750000.0,10.5,3.0,1.6,1.6,454.8,152.8,144.869634,2017,True,False,False,False,False,False,False,False,False,False,True,False
3.0,560000.0,10.5,3.0,1.0,1.0,666.0,102.0,144.83128,2017,True,False,False,False,False,False,False,False,False,False,True,False
3.0,770000.0,10.5,3.0,1.0,2.0,608.0,130.0,144.84369,2017,True,False,False,False,False,False,False,False,False,False,True,False
3.0,690500.0,10.5,3.0,1.0,0.0,637.0,116.2,144.84235,2017,True,False,False,False,False,False,False,False,False,False,True,False
5.0,750000.0,10.5,5.0,3.0,3.0,561.0,114.0,144.84554,2017,True,False,False,False,False,False,False,False,False,False,True,False
4.0,640000.0,10.5,4.0,1.0,1.0,123.0,162.0,144.82525,2017,True,False,False,False,False,False,False,False,False,False,True,False
3.0,595000.0,10.5,3.0,1.0,0.0,557.0,113.8,144.82528,2017,True,False,False,False,False,False,False,False,False,False,True,False
3.0,595000.0,10.5,3.0,1.0,1.4,589.0,117.4,144.84445,2017,True,False,False,False,False,False,False,False,False,False,True,False
3.0,736000.0,10.5,3.0,1.0,2.0,616.6,114.4,144.83952,2017,True,False,False,False,False,False,False,False,False,False,True,False
2.0,722000.0,10.5,2.0,1.0,1.0,407.8,105.0,144.83578,2017,True,False,False,False,False,False,False,False,False,False,True,False
3.0,705000.0,10.5,3.0,1.0,2.2,695.0,697.0,144.82356,2017,True,False,False,False,False,False,False,False,False,False,True,False
3.0,610000.0,10.5,3.0,1.0,1.0,581.0,104.6,144.82421,2017,True,False,False,False,False,False,False,False,False,False,True,False
3.0,637000.0,10.5,3.0,1.6,1.6,454.8,152.8,144.869634,2017,True,False,False,False,False,False,False,False,False,False,True,False
6.0,750000.0,10.5,6.0,2.0,4.0,588.0,113.0,144.83167,2017,True,False,False,False,False,False,False,False,False,False,True,False
3.0,632000.0,10.5,3.0,1.0,1.0,471.0,121.0,144.83309,2017,True,False,False,False,False,False,False,False,False,False,True,False
2.0,732500.0,10.5,2.0,1.0,3.0,630.0,100.4,144.84444,2017,True,False,False,False,False,False,False,False,False,False,True,False
3.0,770000.0,10.5,3.0,2.0,2.0,486.0,167.0,144.78904,2017,True,False,False,False,False,False,False,False,False,False,True,False
3.0,453000.0,10.5,3.0,1.0,1.0,305.0,107.6,144.82399,2017,True,False,False,False,False,False,False,False,False,False,True,False
4.0,427000.0,10.5,4.0,1.6,1.8,638.4,188.6,144.878006,2017,True,False,False,False,False,False,False,False,False,False,True,False
3.0,450000.0,10.5,3.0,1.0,2.0,283.0,104.0,144.81228,2017,True,False,False,False,False,False,False,False,False,False,True,False
4.0,910500.0,10.5,4.0,2.0,2.0,515.0,240.0,144.7953,2017,True,False,False,False,False,False,False,False,False,False,True,False
3.0,713500.0,10.5,3.0,1.0,2.0,520.0,131.0,144.82362,2017,True,False,False,False,False,False,False,False,False,False,True,False
3.0,555000.0,10.5,3.0,2.0,1.0,156.0,114.8,144.79545,2017,True,False,False,False,False,False,False,False,False,False,True,False
3.0,820000.0,10.5,3.0,2.0,4.0,622.0,130.0,144.81414,2017,True,False,False,False,False,False,False,False,False,False,True,False
3.0,695000.0,10.5,3.0,1.0,4.0,538.0,121.6,144.813,2017,True,False,False,False,False,False,False,False,False,False,True,False
3.0,670000.0,10.5,3.0,1.6,1.6,454.8,152.8,144.869634,2017,True,False,False,False,False,False,False,False,False,False,True,False
3.0,765000.0,10.5,3.0,1.0,2.0,664.0,133.0,144.79651,2017,True,False,False,False,False,False,False,False,False,False,True,False
3.0,590900.0,10.5,3.0,1.6,1.6,454.8,152.8,144.869634,2017,True,False,False,False,False,False,False,False,False,False,True,False
3.0,640000.0,10.5,3.0,1.0,1.0,616.0,107.8,144.81529,2017,True,False,False,False,False,False,False,False,False,False,True,False
3.0,748000.0,10.5,3.0,1.0,4.0,538.0,130.0,144.8166,2017,True,False,False,False,False,False,False,False,False,False,True,False
3.0,583500.0,10.5,3.0,1.0,1.0,672.0,110.0,144.80996,2017,True,False,False,False,False,False,False,False,False,False,True,False
3.0,710000.0,10.5,3.0,1.0,2.0,697.0,119.8,144.8109,2017,True,False,False,False,False,False,False,False,False,False,True,False
3.0,700000.0,10.5,3.0,1.0,2.0,695.0,111.0,144.80739,2017,True,False,False,False,False,False,False,False,False,False,True,False
3.0,695000.0,10.5,3.0,1.0,0.0,694.0,113.6,144.81369,2017,True,False,False,False,False,False,False,False,False,False,True,False
5.0,950000.0,10.5,4.0,2.0,4.0,555.6,333.0,144.80104,2017,True,False,False,False,False,False,False,False,False,False,True,False
3.0,740000.0,10.5,3.0,1.0,2.0,507.0,113.6,144.8039,2017,True,False,False,False,False,False,False,False,False,False,True,False
3.0,590000.0,10.5,3.0,1.0,0.0,613.0,110.0,144.81409,2017,True,False,False,False,False,False,False,False,False,False,True,False
4.0,682000.0,10.5,4.0,1.0,2.0,534.0,183.8,144.80461,2017,True,False,False,False,False,False,False,False,False,False,True,False
3.0,640000.0,10.5,3.0,2.0,4.0,610.4,145.8,144.81236,2017,True,False,False,False,False,False,False,False,False,False,True,False
3.0,551000.0,10.5,3.0,1.0,2.0,613.0,105.0,144.82676,2017,True,False,False,False,False,False,False,False,False,False,True,False
4.0,580000.0,10.5,4.0,2.0,4.0,270.0,251.6,144.79413,2017,True,False,False,False,False,False,False,False,False,False,True,False
3.0,750000.0,10.5,3.0,1.0,2.0,525.6,125.8,144.81297,2017,True,False,False,False,False,False,False,False,False,False,True,False
3.0,800000.0,10.5,3.0,1.0,0.0,551.0,132.0,144.8237,2017,True,False,False,False,False,False,False,False,False,False,True,False
7.0,780000.0,10.5,7.0,2.0,4.0,1542.8,295.70799999999997,144.81413,2017,True,False,False,False,False,False,False,False,False,False,True,False
3.0,650000.0,10.5,3.0,1.0,1.0,650.0,117.0,144.81357,2017,True,False,False,False,False,False,False,False,False,False,True,False
3.0,720000.0,10.5,3.0,1.0,4.0,701.2,127.59400000000001,144.8098,2017,True,False,False,False,False,False,False,False,False,False,True,False
4.0,859000.0,10.5,4.0,2.0,2.0,699.0,223.0,144.80062,2017,True,False,False,False,False,False,False,False,False,False,True,False
4.0,790000.0,10.5,4.0,2.0,2.0,696.0,216.0,144.79956,2017,True,False,False,False,False,False,False,False,False,False,True,False
4.0,765000.0,10.5,4.0,2.0,2.0,690.0,247.2,144.80984,2017,True,False,False,False,False,False,False,False,False,False,True,False
3.0,630000.0,10.5,3.0,1.0,5.0,626.0,112.0,144.81178,2017,True,False,False,False,False,False,False,False,False,False,True,False
4.0,750000.0,10.5,4.0,2.0,2.0,693.6,206.6,144.8024,2017,True,False,False,False,False,False,False,False,False,False,True,False
5.0,720000.0,10.5,5.0,2.0,2.0,18271.8,0.0,144.79389,2017,True,False,False,False,False,False,False,False,False,False,True,False
3.0,780000.0,10.5,3.0,1.0,2.0,673.8,118.0,144.79752,2017,True,False,False,False,False,False,False,False,False,False,True,False
3.0,765000.0,10.5,3.0,1.0,2.0,775.2,120.2,144.80078,2017,True,False,False,False,False,False,False,False,False,False,True,False
6.0,720000.0,10.5,6.0,3.0,5.0,560.0,298.6,144.8214,2017,True,False,False,False,False,False,False,False,False,False,True,False
3.0,735000.0,10.5,3.0,1.6,1.6,454.8,152.8,144.869634,2017,True,False,False,False,False,False,False,False,False,False,True,False
3.0,570000.0,10.5,3.0,2.0,1.0,255.0,108.0,144.79027,2017,True,False,False,False,False,False,False,False,False,False,True,False
3.0,650000.0,10.5,3.0,1.0,2.0,691.0,127.8,144.80099,2017,True,False,False,False,False,False,False,False,False,False,True,False
1.0,460000.0,10.5,1.2,1.0,0.8,429.8,115.8,144.895408,2017,True,False,False,False,False,False,False,False,False,False,True,False
3.0,710000.0,10.5,3.0,1.0,3.0,648.6,127.0,144.81948,2017,True,False,False,False,False,False,False,False,False,False,True,False
4.0,780000.0,10.5,4.0,2.0,2.0,696.0,199.0,144.81319,2017,True,False,False,False,False,False,False,False,False,False,True,False
3.0,520000.0,10.5,3.0,2.0,2.0,535.0,158.0,144.81855,2017,True,False,False,False,False,False,False,False,False,False,True,False
3.0,760000.0,10.5,3.0,1.0,2.0,1143.0,100.0,144.79948,2017,True,False,False,False,False,False,False,False,False,False,True,False
4.0,702500.0,10.5,4.0,2.0,2.0,903.0,187.0,144.80459,2017,True,False,False,False,False,False,False,False,False,False,True,False
4.0,1315000.0,10.5,4.0,1.6,1.8,638.4,188.6,144.878006,2017,True,False,False,False,False,False,False,False,False,False,True,False
4.0,577000.0,10.5,4.0,1.6,1.8,638.4,188.6,144.878006,2017,True,False,False,False,False,False,False,False,False,False,True,False
3.0,781000.0,10.5,3.0,2.0,2.0,292.0,164.0,144.81678,2018,True,False,False,False,False,False,False,False,False,False,True,False
3.0,812000.0,10.5,3.0,1.0,3.0,665.2,129.0,144.81476,2018,True,False,False,False,False,False,False,False,False,False,True,False
2.0,655000.0,10.5,2.0,1.0,2.0,463.0,97.0,144.82373,2018,True,False,False,False,False,False,False,False,False,False,True,False
3.0,750000.0,10.5,3.0,1.0,2.0,697.0,146.0,144.81604,2018,True,False,False,False,False,False,False,False,False,False,True,False
4.0,3590000.0,10.5,4.0,3.0,2.0,839.0,276.8,145.00499,2018,True,False,False,False,False,False,False,False,False,True,False,False
4.0,2710000.0,10.5,4.0,2.0,2.0,547.0,216.0,145.00121,2018,True,False,False,False,False,False,False,False,False,True,False,False
4.0,5500000.0,10.5,4.0,4.0,2.0,716.2,378.2,144.98711,2018,True,False,False,False,False,False,False,False,False,True,False,False
2.0,1250000.0,10.5,2.0,1.0,0.0,199.0,95.0,145.00477,2018,True,False,False,False,False,False,False,False,False,True,False,False
4.0,2500000.0,10.5,4.0,2.0,2.0,564.0,257.0,145.00572,2018,True,False,False,False,False,False,False,False,False,True,False,False
4.0,2300000.0,10.5,4.0,2.0,1.0,393.0,211.0,145.00497,2018,True,False,False,False,False,False,False,False,False,True,False,False
3.0,1925000.0,10.5,3.0,2.0,2.0,545.0,140.0,144.99983,2018,True,False,False,False,False,False,False,False,False,True,False,False
5.0,5250000.0,10.5,5.0,4.0,5.0,614.0,279.6,144.9936,2018,True,False,False,False,False,False,False,False,False,True,False,False
3.0,2105000.0,10.5,3.0,2.0,2.0,314.0,166.4,144.99608,2018,True,False,False,False,False,False,False,False,False,True,False,False
2.0,1335000.0,10.5,2.0,1.0,1.0,197.0,111.0,144.9933,2018,True,False,False,False,False,False,False,False,False,True,False,False
3.0,1900000.0,10.5,3.0,2.0,2.0,386.0,118.0,144.99957,2018,True,False,False,False,False,False,False,False,False,True,False,False
3.0,1826000.0,10.5,3.0,1.0,1.0,468.0,169.0,144.99853,2018,True,False,False,False,False,False,False,False,False,True,False,False
3.0,1770000.0,10.5,3.0,1.0,1.0,535.0,139.8,145.00634,2018,True,False,False,False,False,False,False,False,False,True,False,False
3.0,2350000.0,10.5,3.0,2.0,1.0,688.0,142.4,144.99822,2018,True,False,False,False,False,False,False,False,False,True,False,False
4.0,3000000.0,10.5,4.0,3.0,2.0,663.0,324.0,144.99824,2018,True,False,False,False,False,False,False,False,False,True,False,False
4.0,1800000.0,10.5,4.0,2.0,1.0,400.0,174.4,144.99034,2018,True,False,False,False,False,False,False,False,False,True,False,False
5.0,3800000.0,10.5,5.0,2.0,2.0,624.0,438.0,144.99742,2018,True,False,False,False,False,False,False,False,False,True,False,False
3.0,850000.0,10.5,3.0,1.0,2.0,510.0,107.4,144.83771,2018,True,False,False,False,False,False,False,False,False,False,True,False
3.0,574000.0,10.5,3.0,1.6,1.6,454.8,152.8,144.869634,2018,True,False,False,False,False,False,False,False,False,False,True,False
3.0,856000.0,10.5,3.0,1.0,1.0,441.0,125.0,144.83713,2018,True,False,False,False,False,False,False,False,False,False,True,False
4.0,1237500.0,10.5,4.0,2.0,7.0,744.0,185.2,144.84269,2018,True,False,False,False,False,False,False,False,False,False,True,False
3.0,750000.0,10.5,3.0,1.0,3.0,604.0,120.2,144.84391,2018,True,False,False,False,False,False,False,False,False,False,True,False
4.0,950000.0,10.5,4.0,2.0,2.0,707.0,195.6,144.8422,2018,True,False,False,False,False,False,False,False,False,False,True,False
3.0,792500.0,10.5,3.0,1.0,4.0,708.0,143.0,144.82365,2018,True,False,False,False,False,False,False,False,False,False,True,False
3.0,750000.0,10.5,3.0,1.0,1.2,508.0,108.4,144.84265,2018,True,False,False,False,False,False,False,False,False,False,True,False
3.0,805000.0,10.5,3.0,1.0,0.0,585.0,116.4,144.83475,2018,True,False,False,False,False,False,False,False,False,False,True,False
3.0,781000.0,10.5,3.0,1.0,4.0,650.0,112.2,144.82296,2018,True,False,False,False,False,False,False,False,False,False,True,False
3.0,1050000.0,10.5,3.0,1.0,0.0,615.0,116.2,144.83568,2018,True,False,False,False,False,False,False,False,False,False,True,False
4.0,1155500.0,10.5,4.0,2.0,2.0,566.8,180.0,144.83776,2018,True,False,False,False,False,False,False,False,False,False,True,False
3.0,950000.0,10.5,3.0,1.0,2.0,515.0,105.0,144.83543,2018,True,False,False,False,False,False,False,False,False,False,True,False
5.0,1075000.0,10.5,5.0,1.0,2.0,542.0,131.8,144.83644,2018,True,False,False,False,False,False,False,False,False,False,True,False
3.0,503000.0,10.5,3.0,1.0,2.0,533.0,113.8,144.83001,2018,True,False,False,False,False,False,False,False,False,False,True,False
3.0,650000.0,10.5,3.0,1.0,1.0,313.0,127.4,144.84617,2018,True,False,False,False,False,False,False,False,False,False,True,False
3.0,695000.0,10.5,3.0,1.0,2.0,697.0,120.0,144.82401,2018,True,False,False,False,False,False,False,False,False,False,True,False
4.0,786000.0,10.5,4.0,1.0,1.0,562.0,170.6,144.83246,2018,True,False,False,False,False,False,False,False,False,False,True,False
3.0,600000.0,10.5,3.0,1.6,1.6,454.8,152.8,144.869634,2018,True,False,False,False,False,False,False,False,False,False,True,False
3.0,697000.0,10.5,3.0,1.0,2.0,645.8,113.4,144.83323,2018,True,False,False,False,False,False,False,False,False,False,True,False
3.0,830000.0,10.5,3.0,1.0,3.0,585.0,122.6,144.8349,2018,True,False,False,False,False,False,False,False,False,False,True,False
3.0,870500.0,10.5,3.0,1.0,2.0,575.0,140.0,144.83497,2018,True,False,False,False,False,False,False,False,False,False,True,False
3.0,821000.0,10.5,3.0,1.0,2.0,624.0,143.0,144.84572,2018,True,False,False,False,False,False,False,False,False,False,True,False
2.0,600000.0,10.5,2.0,1.0,2.0,612.0,95.0,144.82632,2018,True,False,False,False,False,False,False,False,False,False,True,False
3.0,690000.0,10.5,3.0,1.0,2.0,622.4,242.8,144.82381,2018,True,False,False,False,False,False,False,False,False,False,True,False
3.0,890000.0,10.5,3.0,2.0,2.0,695.0,153.0,144.83974,2018,True,False,False,False,False,False,False,False,False,False,True,False
4.0,700000.0,10.5,4.0,2.0,1.0,719.0,169.8,144.83532,2018,True,False,False,False,False,False,False,False,False,False,True,False
3.0,700000.0,10.5,3.0,2.0,0.0,526.0,103.0,144.83462,2018,True,False,False,False,False,False,False,False,False,False,True,False
4.0,690000.0,10.5,4.0,1.6,1.8,638.4,188.6,144.878006,2018,True,False,False,False,False,False,False,False,False,False,True,False
4.0,560000.0,10.5,4.0,2.0,2.0,393.0,392.0,144.79114,2018,True,False,False,False,False,False,False,False,False,False,True,False
3.0,580000.0,10.5,3.0,1.0,2.0,745.0,117.8,144.81038,2018,True,False,False,False,False,False,False,False,False,False,True,False
3.0,550000.0,10.5,3.0,2.0,1.0,540.4,152.2,144.80284,2018,True,False,False,False,False,False,False,False,False,False,True,False
3.0,650000.0,10.5,3.0,1.6,1.6,454.8,152.8,144.869634,2018,True,False,False,False,False,False,False,False,False,False,True,False
3.0,555000.0,10.5,3.0,1.0,0.0,634.8,115.52000000000001,144.80517,2018,True,False,False,False,False,False,False,False,False,False,True,False
4.0,685000.0,10.5,4.0,2.0,3.0,717.4,196.6,144.81022,2018,True,False,False,False,False,False,False,False,False,False,True,False
3.0,770000.0,10.5,3.0,2.0,2.0,585.0,186.6,144.80008,2018,True,False,False,False,False,False,False,False,False,False,True,False
3.0,680000.0,10.5,3.0,1.0,3.0,846.6,132.6,144.79412,2018,True,False,False,False,False,False,False,False,False,False,True,False
3.0,830000.0,10.5,3.0,1.0,1.0,930.0,116.4,144.79957,2018,True,False,False,False,False,False,False,False,False,False,True,False
5.0,990000.0,10.5,5.0,2.0,10.0,980.0,183.0,144.8196,2018,True,False,False,False,False,False,False,False,False,False,True,False
4.0,753000.0,10.5,4.0,1.0,3.0,538.6,140.0,144.8107,2018,True,False,False,False,False,False,False,False,False,False,True,False
3.0,690000.0,10.5,3.0,1.0,2.0,557.0,117.4,144.81212,2018,True,False,False,False,False,False,False,False,False,False,True,False
3.0,760000.0,10.5,3.0,1.0,1.0,603.0,116.0,144.82045,2018,True,False,False,False,False,False,False,False,False,False,True,False
3.0,613000.0,10.5,3.0,1.0,1.0,577.0,104.6,144.81682,2018,True,False,False,False,False,False,False,False,False,False,True,False
3.0,600000.0,10.5,3.0,1.0,1.0,571.0,97.0,144.79157,2018,True,False,False,False,False,False,False,False,False,False,True,False
2.0,740000.0,10.5,2.0,1.0,0.0,698.0,96.2,144.81455,2018,True,False,False,False,False,False,False,False,False,False,True,False
3.0,850000.0,10.6,3.0,2.0,2.0,285.0,174.6,145.0702,2016,True,False,False,False,True,False,False,False,False,False,False,False
3.0,1195000.0,10.6,3.0,1.0,1.0,662.0,159.0,145.062,2016,True,False,False,False,True,False,False,False,False,False,False,False
3.0,750000.0,10.6,3.0,1.0,2.0,577.0,140.0,145.0703,2016,True,False,False,False,True,False,False,False,False,False,False,False
3.0,1110000.0,10.6,3.0,1.0,2.0,600.0,190.0,145.0722,2016,True,False,False,False,True,False,False,False,False,False,False,False
3.0,1400000.0,10.6,3.0,1.0,1.0,827.0,109.0,145.0625,2016,True,False,False,False,True,False,False,False,False,False,False,False
4.0,1362000.0,10.6,4.0,2.0,2.0,635.0,220.2,145.0844,2016,True,False,False,False,True,False,False,False,False,False,False,False
3.0,1455000.0,10.6,4.0,1.0,4.0,836.0,110.8,145.0679,2016,True,False,False,False,True,False,False,False,False,False,False,False
3.0,655000.0,10.6,3.0,2.0,2.0,175.0,3.0,145.0689,2016,True,False,False,False,True,False,False,False,False,False,False,False
3.0,1220000.0,10.6,3.0,1.0,1.0,858.0,136.0,145.0643,2016,True,False,False,False,True,False,False,False,False,False,False,False
4.0,1031000.0,10.6,4.0,1.0,1.0,570.0,167.4,145.0604,2016,True,False,False,False,True,False,False,False,False,False,False,False
3.0,1125000.0,10.6,3.0,1.0,2.0,0.0,125.0,145.0718,2016,True,False,False,False,True,False,False,False,False,False,False,False
3.0,1000000.0,10.6,3.0,2.0,1.0,422.0,134.4,145.0768,2016,True,False,False,False,True,False,False,False,False,False,False,False
3.0,1030000.0,10.6,5.0,3.0,2.0,649.0,357.0,145.0822,2016,True,False,False,False,True,False,False,False,False,False,False,False
4.0,1115000.0,10.6,4.0,4.0,2.0,642.0,225.0,145.0676,2016,True,False,False,False,True,False,False,False,False,False,False,False
4.0,1240000.0,10.6,4.0,2.2,1.6,718.4,281.848,145.13199200000003,2016,True,False,False,False,True,False,False,False,False,False,False,False
3.0,1076000.0,10.6,3.0,1.0,2.0,674.0,106.2,145.0731,2016,True,False,False,False,True,False,False,False,False,False,False,False
5.0,1401000.0,10.6,5.0,2.0,2.0,580.0,222.0,145.0577,2016,True,False,False,False,True,False,False,False,False,False,False,False
2.0,490000.0,10.6,2.0,1.0,1.0,187.0,89.0,145.0698,2016,True,False,False,False,True,False,False,False,False,False,False,False
3.0,1705000.0,10.6,3.0,1.0,2.0,1547.0,103.8,145.0706,2016,True,False,False,False,True,False,False,False,False,False,False,False
3.0,870000.0,10.6,3.0,1.4,1.8,924.6,143.4,145.091962,2017,True,False,False,False,True,False,False,False,False,False,False,False
3.0,1271000.0,10.6,3.0,2.0,2.0,330.0,171.0,145.06,2017,True,False,False,False,True,False,False,False,False,False,False,False
4.0,1450000.0,10.6,4.0,3.0,2.0,952.0,225.0,145.0772,2017,True,False,False,False,True,False,False,False,False,False,False,False
3.0,1375000.0,10.6,3.0,1.0,1.0,639.0,115.0,145.0605,2017,True,False,False,False,True,False,False,False,False,False,False,False
3.0,1340000.0,10.6,3.0,2.0,0.0,600.0,146.6,145.0676,2017,True,False,False,False,True,False,False,False,False,False,False,False
3.0,1301000.0,10.7,3.0,2.0,2.0,401.0,121.0,145.0173,2016,True,False,False,False,False,False,False,False,False,True,False,False
5.0,2500000.0,10.7,5.0,3.0,2.0,634.0,426.0,145.013,2016,True,False,False,False,False,False,False,False,False,True,False,False
4.0,1815000.0,10.7,4.0,2.0,2.0,732.0,235.2,145.007,2016,True,False,False,False,False,False,False,False,False,True,False,False
5.0,1952000.0,10.7,4.8,2.6,2.8,650.4,262.4,145.06626,2016,True,False,False,False,False,False,False,False,False,True,False,False
3.0,930000.0,10.7,3.0,1.0,2.2,491.4,255.0,145.005516,2016,True,False,False,False,False,False,False,False,False,True,False,False
3.0,1580000.0,10.7,4.0,2.0,2.0,597.0,173.2,145.0201,2016,True,False,False,False,False,False,False,False,False,True,False,False
5.0,1400000.0,10.7,4.0,3.0,4.0,824.0,235.0,145.0245,2016,True,False,False,False,False,False,False,False,False,True,False,False
3.0,1400000.0,10.7,3.0,1.0,3.0,613.0,182.0,145.0143,2016,True,False,False,False,False,False,False,False,False,True,False,False
4.0,2127000.0,10.7,4.0,2.4,2.4,676.2,273.6,145.01184800000001,2016,True,False,False,False,False,False,False,False,False,True,False,False
2.0,1813000.0,10.7,2.0,1.0,2.0,660.0,117.0,145.0127,2016,True,False,False,False,False,False,False,False,False,True,False,False
4.0,1825000.0,10.7,4.0,3.0,2.0,594.0,594.0,145.0118,2016,True,False,False,False,False,False,False,False,False,True,False,False
3.0,1075000.0,10.7,3.0,2.0,2.0,312.0,211.6,145.0232,2016,True,False,False,False,False,False,False,False,False,True,False,False
4.0,2840000.0,10.7,5.0,2.0,2.0,999.0,274.0,145.0189,2016,True,False,False,False,False,False,False,False,False,True,False,False
5.0,1700000.0,10.7,4.0,2.0,1.0,994.0,274.0,145.0187,2016,True,False,False,False,False,False,False,False,False,True,False,False
4.0,1310000.0,10.7,4.0,3.0,2.0,618.0,213.0,145.0219,2016,True,False,False,False,False,False,False,False,False,True,False,False
4.0,1650000.0,10.7,5.0,3.0,2.0,598.0,212.0,145.0248,2016,True,False,False,False,False,False,False,False,False,True,False,False
4.0,1700000.0,10.7,4.0,3.0,4.0,708.0,275.0,145.015,2016,True,False,False,False,False,False,False,False,False,True,False,False
4.0,2504000.0,10.7,4.0,2.0,2.0,674.0,183.0,145.0125,2016,True,False,False,False,False,False,False,False,False,True,False,False
4.0,1550000.0,10.7,4.0,2.4,2.4,676.2,273.6,145.01184800000001,2016,True,False,False,False,False,False,False,False,False,True,False,False
5.0,1600000.0,10.7,5.0,2.0,2.0,616.0,245.0,145.0221,2016,True,False,False,False,False,False,False,False,False,True,False,False
3.0,1400000.0,10.7,3.0,2.0,2.0,486.0,205.4,145.0111,2016,True,False,False,False,False,False,False,False,False,True,False,False
4.0,1655000.0,10.7,4.0,2.4,2.4,676.2,273.6,145.01184800000001,2016,True,False,False,False,False,False,False,False,False,True,False,False
4.0,2000000.0,10.7,4.0,2.0,2.0,687.0,209.6,145.0093,2016,True,False,False,False,False,False,False,False,False,True,False,False
2.0,980000.0,10.7,3.0,1.0,1.0,247.0,125.8,145.0137,2016,True,False,False,False,False,False,False,False,False,True,False,False
4.0,1720000.0,10.7,2.0,2.0,2.0,676.0,204.2,145.0137,2016,True,False,False,False,False,False,False,False,False,True,False,False
4.0,2800000.0,10.7,4.0,2.4,2.4,676.2,273.6,145.01184800000001,2016,True,False,False,False,False,False,False,False,False,True,False,False
4.0,1760000.0,10.7,4.0,2.4,2.4,676.2,273.6,145.01184800000001,2016,True,False,False,False,False,False,False,False,False,True,False,False
4.0,2160000.0,10.7,4.0,2.4,2.4,676.2,273.6,145.01184800000001,2016,True,False,False,False,False,False,False,False,False,True,False,False
4.0,1600000.0,10.7,4.0,2.4,2.4,676.2,273.6,145.01184800000001,2016,True,False,False,False,False,False,False,False,False,True,False,False
4.0,2655000.0,10.7,4.0,2.4,2.4,676.2,273.6,145.01184800000001,2016,True,False,False,False,False,False,False,False,False,True,False,False
3.0,805000.0,10.7,3.0,1.0,2.2,491.4,255.0,145.005516,2016,True,False,False,False,False,False,False,False,False,True,False,False
4.0,1725000.0,10.7,4.0,3.0,2.0,798.0,359.4,145.0169,2016,True,False,False,False,False,False,False,False,False,True,False,False
4.0,2310000.0,10.7,4.0,2.0,2.0,757.0,130.0,145.0088,2016,True,False,False,False,False,False,False,False,False,True,False,False
5.0,2560000.0,10.7,4.8,2.6,2.8,650.4,262.4,145.06626,2016,True,False,False,False,False,False,False,False,False,True,False,False
2.0,1060000.0,10.7,2.0,1.2,0.2,403.4,95.2,145.033814,2016,True,False,False,False,False,False,False,False,False,True,False,False
3.0,1405000.0,10.7,3.0,1.0,1.0,490.0,118.2,145.0097,2016,True,False,False,False,False,False,False,False,False,True,False,False
3.0,930000.0,10.7,3.0,1.0,1.0,329.0,117.0,145.0218,2016,True,False,False,False,False,False,False,False,False,True,False,False
4.0,1650000.0,10.7,4.0,2.0,4.0,506.0,222.2,145.0108,2016,True,False,False,False,False,False,False,False,False,True,False,False
5.0,2550000.0,10.7,5.0,3.0,2.0,551.0,346.0,145.009,2016,True,False,False,False,False,False,False,False,False,True,False,False
4.0,2150000.0,10.7,4.0,3.0,2.0,614.0,225.0,145.0175,2016,True,False,False,False,False,False,False,False,False,True,False,False
2.0,1250000.0,10.7,2.0,1.0,2.0,443.0,129.0,145.0229,2016,True,False,False,False,False,False,False,False,False,True,False,False
4.0,2200000.0,10.7,4.0,2.0,2.0,654.0,286.0,145.0236,2016,True,False,False,False,False,False,False,False,False,True,False,False
4.0,2175000.0,10.7,4.0,2.4,2.4,676.2,273.6,145.01184800000001,2016,True,False,False,False,False,False,False,False,False,True,False,False
4.0,1706000.0,10.7,3.0,3.0,2.0,538.0,390.4,145.011,2016,True,False,False,False,False,False,False,False,False,True,False,False
3.0,1590000.0,10.7,3.0,3.0,2.0,481.0,244.0,145.0198,2016,True,False,False,False,False,False,False,False,False,True,False,False
5.0,1915000.0,10.7,5.0,2.0,0.0,645.0,238.0,145.0116,2016,True,False,False,False,False,False,False,False,False,True,False,False
3.0,1800000.0,10.7,3.0,1.0,2.2,491.4,255.0,145.005516,2016,True,False,False,False,False,False,False,False,False,True,False,False
4.0,1755000.0,10.7,4.0,2.0,2.0,0.0,174.4,145.0252,2016,True,False,False,False,False,False,False,False,False,True,False,False
4.0,2630000.0,10.7,4.0,2.4,2.4,676.2,273.6,145.01184800000001,2016,True,False,False,False,False,False,False,False,False,True,False,False
3.0,1290000.0,10.7,3.0,1.0,2.0,661.0,129.0,145.0082,2016,True,False,False,False,False,False,False,False,False,True,False,False
3.0,1800000.0,10.7,3.0,1.0,1.0,703.0,118.2,145.0138,2016,True,False,False,False,False,False,False,False,False,True,False,False
5.0,1200000.0,10.7,5.0,2.0,5.0,775.0,270.0,145.0284,2016,True,False,False,False,False,False,False,False,False,True,False,False
